method,idx,base_idx,crop_id,path,sample_id,dataset,image_name,noise_seed,clean_sha256,noisy_sha256,sigma,noisy_mse,noisy_psnr,noisy_ssim,recon_mse,recon_psnr,recon_ssim,lambda_mean,lambda_std,lambda_min,lambda_max,lambda_p01,lambda_median,lambda_p99,lambda_lower_saturation_fraction,lambda_upper_saturation_fraction
U-Tikhonov T4/CG32,0,0,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0801.png,div2k/0801.png/sigma_0.050,div2k,0801.png,20000,9ca598cce3296c3968a2f8f7685477f637dbdbbb9d4efb1cd418ca185bd31eef,23816f670e12ef763ffa26e17d479c22563b12b91b944922e6e872ff0e91ddd9,0.05000000074505806,0.002490886254236102,26.036462783813477,0.8823994398117065,0.0013695703819394112,28.634157180786133,0.930962085723877,0.5705785155296326,0.9785454869270325,0.0006359156686812639,8.320308685302734,0.01204626727849245,0.2759411036968231,5.770246505737305,0.1559295654296875,0.001434326171875
U-Tikhonov T4/CG32,1,1,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0802.png,div2k/0802.png/sigma_0.050,div2k,0802.png,20001,3177c80331fb32ceee70ac3ef64d2e56a1bce05ea8a9c0b664e2592552554742,d7445e9bbede99adf4b19b227f2355615e482ee7cff23a13638b786e6b30c394,0.05000000074505806,0.002405831590294838,26.187347412109375,0.9328572154045105,0.0009966909419745207,30.01439666748047,0.9718076586723328,0.4562889039516449,0.9456304907798767,0.0008111512870527804,8.320333480834961,0.010489370673894882,0.19431456923484802,5.895827293395996,0.2180023193359375,0.0012664794921875
U-Tikhonov T4/CG32,2,2,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0803.png,div2k/0803.png/sigma_0.050,div2k,0803.png,20002,671a4205d217354c075117f716a83d9a5ef2b4c921475de333f15ac8882c9356,b5a7166a3bd623d88ad5e32920e020aa9881a7f9602b957908661d9ad5911f05,0.05000000074505806,0.002532033249735832,25.965307235717773,0.7820858955383301,0.000564826768822968,32.4808464050293,0.9563550353050232,1.3575797080993652,1.5534281730651855,0.0002476319787092507,8.319397926330566,0.011482357047498226,0.8367190361022949,7.48220157623291,0.0858154296875,0.001220703125
U-Tikhonov T4/CG32,3,3,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0804.png,div2k/0804.png/sigma_0.050,div2k,0804.png,20003,f95563d4b6e58b102c165eeec7f7e1ba2608e12c3a331510949f0cce842149ea,8156d77cd656fb19dfebf51512b4d5696d40aeafb0bde5085e54bd36695252c2,0.05000000074505806,0.00246782717294991,26.076852798461914,0.8910704851150513,0.0011746595846489072,29.300880432128906,0.949919581413269,0.9360625743865967,1.9506206512451172,0.0003812173963524401,8.320335388183594,0.006268253084272146,0.23850353062152863,8.31850528717041,0.2312469482421875,0.030242919921875
U-Tikhonov T4/CG32,4,4,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0805.png,div2k/0805.png/sigma_0.050,div2k,0805.png,20004,bac34b49da4033070da28c152ece5c527c7274eafed4e320f3e7258274a93177,d733ca341fa83d639b60a0d5d843dcd82077f7873c9129c0080f5cd10352a039,0.05000000074505806,0.002380685182288289,26.232982635498047,0.8473595976829529,0.001118015730753541,29.515522003173828,0.9173191785812378,0.8710513114929199,1.1541582345962524,0.0005122736329212785,8.320328712463379,0.020026743412017822,0.46611344814300537,6.286678791046143,0.0825347900390625,0.0009765625
U-Tikhonov T4/CG32,5,5,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0806.png,div2k/0806.png/sigma_0.050,div2k,0806.png,20005,befc31ea0c7663db0351a7238adfea3153639f5dfa13cb7cacfd757a46539d49,f1db7de87fc069e24df1302f21e8934d1fe35cda4374b9a2915d579081ffa22f,0.05000000074505806,0.002493798965588212,26.031387329101562,0.7556111812591553,0.0006777922390028834,31.689035415649414,0.9431288838386536,2.080254316329956,2.330294370651245,0.0009030638029798865,8.320335388183594,0.02009950764477253,1.13986337184906,8.303770065307617,0.062774658203125,0.021636962890625
U-Tikhonov T4/CG32,6,6,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0807.png,div2k/0807.png/sigma_0.050,div2k,0807.png,20006,1e941eaeed69e78250491fe2c5b2f458f2f36301b8aa701227bd408f852fa572,1472dc7dc1cc2319794d51c25542091f03a175962d768447565a84affad77cfd,0.05000000074505806,0.002496341709047556,26.026958465576172,0.8193234205245972,0.001361447386443615,28.659992218017578,0.9134796857833862,1.4237091541290283,2.111501932144165,0.0003875768161378801,8.320335388183594,0.01823059841990471,0.4800162613391876,8.3109130859375,0.0913238525390625,0.0204010009765625
U-Tikhonov T4/CG32,7,7,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0808.png,div2k/0808.png/sigma_0.050,div2k,0808.png,20007,9666b1dba93f470d95570471f38f195acafae585deefb8498b5ebb625df94e78,d66335dc80e7b4534f5e2fb398b20473ab46ef15dfb587f54f4af7a3bb09f04b,0.05000000074505806,0.002448369050398469,26.111230850219727,0.619567334651947,0.0006160765769891441,32.10365676879883,0.9519734382629395,4.119453430175781,3.3692378997802734,0.00020220929582137614,8.320335388183594,0.013396010734140873,3.9207234382629395,8.320333480834961,0.0675811767578125,0.14898681640625
U-Tikhonov T4/CG32,8,8,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0809.png,div2k/0809.png/sigma_0.050,div2k,0809.png,20008,f57d7f591d2770efb0162e925acaaef8e4ce467e58b7a54d53de058959be9978,8903d3b02e67898ce2ed33bc80a2e01b939b43396cb49d7dd57604d18f78a597,0.05000000074505806,0.002490770537406206,26.036663055419922,0.8125088214874268,0.0009825710440054536,30.07636070251465,0.8984086513519287,0.8212616443634033,1.1688857078552246,0.0013437886955216527,8.31772232055664,0.026828205212950706,0.41647404432296753,6.4989800453186035,0.068084716796875,0.0004119873046875
U-Tikhonov T4/CG32,9,9,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0810.png,div2k/0810.png/sigma_0.050,div2k,0810.png,20009,50cf8d799292c4a6f6c23b4a8f1d0c08015da9c6e74d9109a31efdb1eb5d9df3,dcf29b2f5a250c88dd457f9bb2447b76c18db7a9927223d0768af7ff6648da6b,0.05000000074505806,0.002494839718565345,26.02957534790039,0.753049373626709,0.0008305227383971214,30.806486129760742,0.9227508306503296,1.4613378047943115,1.673801064491272,0.001873097731731832,8.319369316101074,0.028501998633146286,0.777702271938324,7.599572658538818,0.048980712890625,0.0019378662109375
U-Tikhonov T4/CG32,10,10,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0811.png,div2k/0811.png/sigma_0.050,div2k,0811.png,20010,ceab700e5944238d72f4ec94852a5ee6b9c353c54281c96ee7c6e9b9f2a16308,f3793a053731a43e46584eff4ba09ac27005d714369da0431660236cc1f7603d,0.05000000074505806,0.0023965993896126747,26.204044342041016,0.7875660061836243,0.001036795205436647,29.84307098388672,0.8915923237800598,1.5757832527160645,2.2469046115875244,0.001106818439438939,8.320335388183594,0.02482227049767971,0.5808215141296387,8.319214820861816,0.0695953369140625,0.0354461669921875
U-Tikhonov T4/CG32,11,11,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0812.png,div2k/0812.png/sigma_0.050,div2k,0812.png,20011,5f26939fc07611061a96f2a386a77ffd9251b83abf26ac7ecb5a44dcae97187b,919cc1a5d8a61b4c91c622ef576f74f9f44f8fb13fda2e0dfc41f0b357ad5295,0.05000000074505806,0.0024693645536899567,26.07415008544922,0.7905488014221191,0.0009558065794408321,30.19630241394043,0.9472970962524414,2.003045082092285,2.82611346244812,0.00021185644436627626,8.320335388183594,0.007367290090769529,0.4714911878108978,8.319108963012695,0.1638031005859375,0.0617218017578125
